crop,market_code,market_name,district,state,min_price,max_price,modal_price,arrival_quantity,date,source,agroelevate_avg_price,district_demand,market_volatility,weekly_trend,monthly_trend
Pearl Millet,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,44.97,57.23,51.1,3054.0,2026-06-28,eNAM,59.7,69.2,0.1841,0.0263,-0.0129
Okra,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,47.15,60.01,53.58,706.2,2026-06-28,eNAM,63.15,61.7,0.1431,0.1078,0.1515
Mushroom,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,47.54,60.5,54.02,272.5,2026-06-28,eNAM,59.25,98.0,0.1807,0.035,-0.0488
Fenugreek,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,33.92,43.18,38.55,2034.7,2026-06-28,eNAM,43.85,50.0,0.2354,-0.0185,0.1713
Bitter Gourd,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,30.45,38.75,34.6,3142.5,2026-06-28,eNAM,39.91,52.6,0.1053,-0.0414,0.0431
Psyllium,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,29.64,37.72,33.68,4504.6,2026-06-28,eNAM,36.57,65.2,0.1536,0.1075,-0.0009
Cashew,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,46.03,58.59,52.31,2324.3,2026-06-28,eNAM,56.85,61.9,0.2343,-0.038,-0.0905
Onion,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,25.34,32.24,28.79,3867.7,2026-06-28,eNAM,30.77,72.6,0.0958,-0.021,-0.0672
Ragi,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,46.38,59.02,52.7,3949.7,2026-06-28,eNAM,58.72,60.7,0.14,0.063,-0.1156
Sann Hemp,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,43.96,55.94,49.95,2614.8,2026-06-28,eNAM,53.62,57.8,0.0632,-0.011,0.1986
Carrot,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,46.6,59.3,52.95,1497.4,2026-06-28,eNAM,58.1,59.2,0.0992,0.0918,0.1102
Broken Rice,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,33.01,42.01,37.51,4519.4,2026-06-28,eNAM,42.96,40.5,0.1841,-0.0432,-0.1049
Hybrid Cotton,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,42.79,54.45,48.62,4495.5,2026-06-28,eNAM,54.78,86.4,0.2106,0.04,0.132
Tea,MKT0112,Dadra mandi 14,DN014,Dadra and Nagar Haveli and Daman and Diu,42.12,53.6,47.86,2563.2,2026-06-28,eNAM,55.86,69.3,0.1231,-0.0349,0.0412
Red Chilli,MKT0113,Delhi APMC 1,DL001,Delhi,39.67,50.49,45.08,2250.5,2026-06-28,data.gov.in,48.37,63.1,0.1716,-0.002,-0.0068
Mango,MKT0113,Delhi APMC 1,DL001,Delhi,52.17,66.39,59.28,4676.7,2026-06-28,data.gov.in,66.54,75.5,0.1881,-0.0431,-0.0319
Sweet Potato,MKT0113,Delhi APMC 1,DL001,Delhi,45.28,57.62,51.45,3278.4,2026-06-28,data.gov.in,60.32,49.6,0.0596,0.0841,0.1922
Cumin,MKT0113,Delhi APMC 1,DL001,Delhi,47.39,60.31,53.85,703.7,2026-06-28,data.gov.in,59.1,55.8,0.1686,0.0086,0.139
Masoor Dal,MKT0113,Delhi APMC 1,DL001,Delhi,52.01,66.19,59.1,1794.2,2026-06-28,data.gov.in,68.41,71.7,0.2429,0.0522,-0.1264
Desi Cotton,MKT0113,Delhi APMC 1,DL001,Delhi,33.94,43.2,38.57,3519.3,2026-06-28,data.gov.in,40.71,51.3,0.1468,-0.054,0.0805
French Beans,MKT0113,Delhi APMC 1,DL001,Delhi,56.4,71.78,64.09,4402.9,2026-06-28,data.gov.in,72.37,54.0,0.2452,0.0275,0.0214
Castor,MKT0113,Delhi APMC 1,DL001,Delhi,45.7,58.16,51.93,4553.0,2026-06-28,data.gov.in,55.91,63.9,0.1039,-0.0704,0.0795
Onion,MKT0113,Delhi APMC 1,DL001,Delhi,20.88,26.58,23.73,53.8,2026-06-28,data.gov.in,27.45,44.9,0.1195,0.0859,0.1234
Pigeon Pea,MKT0113,Delhi APMC 1,DL001,Delhi,29.5,37.54,33.52,4903.5,2026-06-28,data.gov.in,39.42,36.4,0.0955,-0.0559,0.0799
Grapes,MKT0113,Delhi APMC 1,DL001,Delhi,45.29,57.65,51.47,4358.2,2026-06-28,data.gov.in,56.32,85.2,0.1409,0.0108,-0.1349
Safflower,MKT0113,Delhi APMC 1,DL001,Delhi,39.01,49.65,44.33,313.3,2026-06-28,data.gov.in,48.33,67.4,0.0744,-0.0222,0.0718
Field Pea,MKT0113,Delhi APMC 1,DL001,Delhi,32.95,41.93,37.44,2640.7,2026-06-28,data.gov.in,43.59,74.9,0.098,-0.0736,0.173
Tobacco,MKT0113,Delhi APMC 1,DL001,Delhi,48.46,61.68,55.07,1363.8,2026-06-28,data.gov.in,62.46,78.7,0.0904,0.0474,0.1449
Raw Jute,MKT0113,Delhi APMC 1,DL001,Delhi,45.05,57.33,51.19,3342.8,2026-06-28,data.gov.in,55.67,69.5,0.0778,-0.0594,0.1643
Spinach,MKT0114,Delhi mandi 2,DL002,Delhi,37.56,47.8,42.68,3896.9,2026-06-28,AGMARKNET,47.38,98.0,0.1207,0.0244,-0.043
Capsicum,MKT0114,Delhi mandi 2,DL002,Delhi,30.06,38.26,34.16,913.1,2026-06-28,AGMARKNET,40.14,94.5,0.1303,0.0537,-0.1062
Sugarcane,MKT0114,Delhi mandi 2,DL002,Delhi,3.48,4.42,3.95,2316.1,2026-06-28,AGMARKNET,4.63,58.9,0.2278,0.1044,-0.1363
Pomegranate,MKT0114,Delhi mandi 2,DL002,Delhi,53.53,68.13,60.83,2588.4,2026-06-28,AGMARKNET,64.83,45.0,0.1602,-0.0343,-0.1439
Maize Grits,MKT0114,Delhi mandi 2,DL002,Delhi,38.65,49.19,43.92,4816.3,2026-06-28,AGMARKNET,47.26,58.2,0.2076,-0.0496,-0.0887
Papaya,MKT0114,Delhi mandi 2,DL002,Delhi,54.96,69.94,62.45,2832.3,2026-06-28,AGMARKNET,66.54,46.0,0.1548,0.0768,-0.0084
Niger Seed,MKT0114,Delhi mandi 2,DL002,Delhi,32.34,41.16,36.75,4621.3,2026-06-28,AGMARKNET,40.64,56.6,0.0845,-0.0446,-0.0952
Carrot,MKT0114,Delhi mandi 2,DL002,Delhi,48.89,62.23,55.56,602.8,2026-06-28,AGMARKNET,62.43,48.1,0.069,0.0857,0.0919
Kodo Millet,MKT0114,Delhi mandi 2,DL002,Delhi,56.44,71.84,64.14,3247.5,2026-06-28,AGMARKNET,70.9,44.9,0.247,0.0511,0.0211
Mango,MKT0114,Delhi mandi 2,DL002,Delhi,52.72,67.1,59.91,1363.7,2026-06-28,AGMARKNET,66.89,54.9,0.0808,-0.0237,-0.0646
Brinjal,MKT0114,Delhi mandi 2,DL002,Delhi,37.18,47.32,42.25,4842.8,2026-06-28,AGMARKNET,45.08,52.0,0.1468,0.0364,0.0359
Coriander,MKT0114,Delhi mandi 2,DL002,Delhi,29.24,37.22,33.23,2476.6,2026-06-28,AGMARKNET,34.93,91.1,0.171,-0.0703,0.0483
Clove,MKT0114,Delhi mandi 2,DL002,Delhi,55.07,70.09,62.58,3230.5,2026-06-28,AGMARKNET,73.23,76.0,0.2283,0.0493,0.092
Neem Seeds,MKT0114,Delhi mandi 2,DL002,Delhi,45.26,57.6,51.43,2619.9,2026-06-28,AGMARKNET,59.74,75.3,0.0589,-0.0178,-0.0692
Green Peas,MKT0114,Delhi mandi 2,DL002,Delhi,37.87,48.19,43.03,833.1,2026-06-28,AGMARKNET,45.36,37.1,0.1587,-0.0409,0.1248
Urad,MKT0115,Delhi eNAM hub 3,DL003,Delhi,50.58,64.38,57.48,675.0,2026-06-28,eNAM,66.44,62.1,0.0824,0.0882,-0.085
Ridge Gourd,MKT0115,Delhi eNAM hub 3,DL003,Delhi,25.86,32.92,29.39,1966.4,2026-06-28,eNAM,31.15,64.0,0.1098,0.0829,0.1159
Drumstick,MKT0115,Delhi eNAM hub 3,DL003,Delhi,31.86,40.56,36.21,1066.4,2026-06-28,eNAM,42.41,69.8,0.1618,0.065,0.174
Barley,MKT0115,Delhi eNAM hub 3,DL003,Delhi,34.64,44.08,39.36,288.7,2026-06-28,eNAM,45.46,63.1,0.2141,-0.0481,0.1277
Green Peas,MKT0115,Delhi eNAM hub 3,DL003,Delhi,37.67,47.95,42.81,817.1,2026-06-28,eNAM,45.75,86.5,0.0641,0.0176,0.1239
Spinach,MKT0115,Delhi eNAM hub 3,DL003,Delhi,36.84,46.88,41.86,1471.6,2026-06-28,eNAM,45.08,88.1,0.0724,0.0791,0.1825
Bottle Gourd,MKT0115,Delhi eNAM hub 3,DL003,Delhi,27.37,34.83,31.1,1477.1,2026-06-28,eNAM,35.38,73.3,0.1698,0.0928,0.1167
Coffee,MKT0115,Delhi eNAM hub 3,DL003,Delhi,46.99,59.81,53.4,4833.9,2026-06-28,eNAM,57.78,62.0,0.1115,0.1017,0.0019
Natural Rubber,MKT0115,Delhi eNAM hub 3,DL003,Delhi,28.86,36.74,32.8,933.1,2026-06-28,eNAM,34.67,68.0,0.0986,-0.0773,0.135
Coconut,MKT0115,Delhi eNAM hub 3,DL003,Delhi,49.17,62.59,55.88,3279.0,2026-06-28,eNAM,60.51,54.8,0.0681,0.0319,0.1063
Sunflower,MKT0115,Delhi eNAM hub 3,DL003,Delhi,42.9,54.6,48.75,2512.3,2026-06-28,eNAM,55.59,39.1,0.0702,0.0151,0.1848
Cauliflower,MKT0115,Delhi eNAM hub 3,DL003,Delhi,52.56,66.9,59.73,189.1,2026-06-28,eNAM,63.57,31.1,0.2345,-0.078,0.0455
Ragi,MKT0115,Delhi eNAM hub 3,DL003,Delhi,40.33,51.33,45.83,1133.0,2026-06-28,eNAM,53.59,40.6,0.0768,-0.0268,-0.0921
Parboiled Rice,MKT0115,Delhi eNAM hub 3,DL003,Delhi,37.91,48.25,43.08,4027.1,2026-06-28,eNAM,50.45,65.8,0.2234,0.0943,0.1251
Barnyard Millet,MKT0115,Delhi eNAM hub 3,DL003,Delhi,32.12,40.88,36.5,3727.8,2026-06-28,eNAM,38.91,42.2,0.0703,0.1153,-0.0932
Arhar,MKT0116,Delhi wholesale 4,DL004,Delhi,44.39,56.49,50.44,4385.8,2026-06-28,data.gov.in,59.46,81.8,0.0638,0.0475,-0.1024
Toor Dal,MKT0116,Delhi wholesale 4,DL004,Delhi,38.24,48.66,43.45,3336.2,2026-06-28,data.gov.in,46.33,69.3,0.1655,0.0361,-0.1305
Bitter Gourd,MKT0116,Delhi wholesale 4,DL004,Delhi,51.41,65.43,58.42,4723.5,2026-06-28,data.gov.in,67.67,78.1,0.0723,-0.0702,0.1693
Foxtail Millet,MKT0116,Delhi wholesale 4,DL004,Delhi,38.94,49.56,44.25,2432.4,2026-06-28,data.gov.in,49.06,63.8,0.2492,0.0706,0.1637
Red Chilli,MKT0116,Delhi wholesale 4,DL004,Delhi,28.78,36.62,32.7,4724.2,2026-06-28,data.gov.in,36.11,60.6,0.2134,-0.0005,-0.1256
Wheat Flour,MKT0116,Delhi wholesale 4,DL004,Delhi,32.87,41.83,37.35,3125.3,2026-06-28,data.gov.in,43.79,82.0,0.1593,-0.052,0.0401
Beetroot,MKT0116,Delhi wholesale 4,DL004,Delhi,57.71,73.45,65.58,3146.0,2026-06-28,data.gov.in,73.76,65.1,0.0752,0.0397,-0.0143
Urad Dal,MKT0116,Delhi wholesale 4,DL004,Delhi,42.3,53.84,48.07,4441.0,2026-06-28,data.gov.in,51.54,65.4,0.1547,0.0233,0.0133
Potato,MKT0116,Delhi wholesale 4,DL004,Delhi,18.69,23.79,21.24,3640.6,2026-06-28,data.gov.in,24.97,30.9,0.2166,-0.0491,-0.0558
Cauliflower,MKT0116,Delhi wholesale 4,DL004,Delhi,29.66,37.74,33.7,616.5,2026-06-28,data.gov.in,37.55,53.2,0.1842,0.0805,0.1475
French Beans,MKT0116,Delhi wholesale 4,DL004,Delhi,47.69,60.69,54.19,1420.3,2026-06-28,data.gov.in,58.99,25.6,0.2053,-0.0356,0.1555
Ridge Gourd,MKT0116,Delhi wholesale 4,DL004,Delhi,53.09,67.57,60.33,4982.1,2026-06-28,data.gov.in,68.65,80.8,0.151,-0.0042,-0.0968
Natural Rubber,MKT0116,Delhi wholesale 4,DL004,Delhi,46.15,58.73,52.44,3584.9,2026-06-28,data.gov.in,56.04,81.5,0.1269,0.0197,0.1474
Lemongrass,MKT0116,Delhi wholesale 4,DL004,Delhi,29.43,37.45,33.44,354.9,2026-06-28,data.gov.in,36.48,86.9,0.1426,0.0094,-0.034
Yam,MKT0116,Delhi wholesale 4,DL004,Delhi,55.28,70.36,62.82,4829.5,2026-06-28,data.gov.in,69.23,66.0,0.0746,-0.0347,0.0326
Wheat Flour,MKT0117,Delhi APMC 5,DL005,Delhi,28.92,36.8,32.86,2211.9,2026-06-28,AGMARKNET,35.79,58.0,0.2175,0.0401,0.1816
Raw Jute,MKT0117,Delhi APMC 5,DL005,Delhi,47.84,60.88,54.36,1226.0,2026-06-28,AGMARKNET,63.89,81.2,0.1749,-0.0587,-0.0951
Psyllium,MKT0117,Delhi APMC 5,DL005,Delhi,57.36,73.0,65.18,3926.3,2026-06-28,AGMARKNET,69.91,62.8,0.0597,0.0684,0.0513
Sweet Corn,MKT0117,Delhi APMC 5,DL005,Delhi,33.7,42.9,38.3,2115.0,2026-06-28,AGMARKNET,43.07,74.6,0.2147,-0.0224,-0.0383
Carrot,MKT0117,Delhi APMC 5,DL005,Delhi,43.98,55.98,49.98,137.7,2026-06-28,AGMARKNET,58.52,81.2,0.1158,-0.0208,0.1284
Lentil,MKT0117,Delhi APMC 5,DL005,Delhi,34.02,43.3,38.66,3490.6,2026-06-28,AGMARKNET,41.47,54.8,0.1368,0.0374,-0.0576
Pearl Millet,MKT0117,Delhi APMC 5,DL005,Delhi,35.56,45.26,40.41,3402.8,2026-06-28,AGMARKNET,45.04,71.8,0.1107,0.1094,0.0092
Colocasia,MKT0117,Delhi APMC 5,DL005,Delhi,42.76,54.42,48.59,1673.1,2026-06-28,AGMARKNET,55.82,64.4,0.1511,-0.0122,-0.061
Lemongrass,MKT0117,Delhi APMC 5,DL005,Delhi,58.65,74.65,66.65,4219.6,2026-06-28,AGMARKNET,72.4,58.0,0.0841,0.0585,-0.0465
Pumpkin,MKT0117,Delhi APMC 5,DL005,Delhi,33.06,42.08,37.57,4817.4,2026-06-28,AGMARKNET,43.5,61.4,0.0762,0.0702,0.0599
Bamboo,MKT0117,Delhi APMC 5,DL005,Delhi,33.81,43.03,38.42,4640.8,2026-06-28,AGMARKNET,41.67,73.6,0.2146,-0.03,-0.0158
Broken Rice,MKT0117,Delhi APMC 5,DL005,Delhi,38.96,49.58,44.27,4740.7,2026-06-28,AGMARKNET,52.09,58.3,0.0803,-0.0778,-0.044
Moong,MKT0117,Delhi APMC 5,DL005,Delhi,25.27,32.17,28.72,3663.3,2026-06-28,AGMARKNET,33.21,65.8,0.125,-0.0347,-0.0435
Natural Rubber,MKT0117,Delhi APMC 5,DL005,Delhi,55.79,71.01,63.4,2419.8,2026-06-28,AGMARKNET,69.14,57.1,0.2046,0.0533,0.0381
Kodo Millet,MKT0117,Delhi APMC 5,DL005,Delhi,47.36,60.28,53.82,3236.6,2026-06-28,AGMARKNET,62.41,61.6,0.1945,0.0076,0.0069
Tobacco,MKT0118,Delhi mandi 6,DL006,Delhi,35.75,45.49,40.62,309.5,2026-06-28,eNAM,46.11,64.1,0.2087,-0.0634,-0.0637
Okra,MKT0118,Delhi mandi 6,DL006,Delhi,29.51,37.55,33.53,1972.4,2026-06-28,eNAM,35.95,53.3,0.1554,-0.0074,0.1944
Little Millet,MKT0118,Delhi mandi 6,DL006,Delhi,41.12,52.34,46.73,2845.2,2026-06-28,eNAM,52.38,98.0,0.1394,-0.0436,0.111
Pearl Millet,MKT0118,Delhi mandi 6,DL006,Delhi,32.99,41.99,37.49,4179.0,2026-06-28,eNAM,41.65,73.0,0.2258,-0.0704,0.1182
Linseed,MKT0118,Delhi mandi 6,DL006,Delhi,42.62,54.24,48.43,4507.9,2026-06-28,eNAM,53.96,93.3,0.1469,0.0567,0.0136
Grapes,MKT0118,Delhi mandi 6,DL006,Delhi,32.39,41.23,36.81,3516.7,2026-06-28,eNAM,41.39,61.3,0.1173,0.0476,-0.0008
Chilli,MKT0118,Delhi mandi 6,DL006,Delhi,109.02,138.76,123.89,2685.4,2026-06-28,eNAM,137.63,67.4,0.0882,-0.0077,0.1449
Tomato,MKT0118,Delhi mandi 6,DL006,Delhi,32.66,41.56,37.11,2583.1,2026-06-28,eNAM,39.01,36.0,0.2433,0.0268,0.1996
Sunflower,MKT0118,Delhi mandi 6,DL006,Delhi,61.0,77.64,69.32,2305.9,2026-06-28,eNAM,78.78,73.2,0.1756,0.1092,0.1822
Castor,MKT0118,Delhi mandi 6,DL006,Delhi,56.34,71.7,64.02,3294.3,2026-06-28,eNAM,74.86,72.8,0.2064,0.0813,0.1061
Drumstick,MKT0118,Delhi mandi 6,DL006,Delhi,38.77,49.35,44.06,3354.1,2026-06-28,eNAM,50.75,63.8,0.118,0.0785,0.0026
Broken Rice,MKT0118,Delhi mandi 6,DL006,Delhi,35.77,45.53,40.65,119.3,2026-06-28,eNAM,46.11,26.9,0.1407,0.0059,0.1593
Soybean,MKT0118,Delhi mandi 6,DL006,Delhi,34.72,44.18,39.45,4837.9,2026-06-28,eNAM,44.6,35.8,0.0613,0.0265,-0.1043
Sugarcane,MKT0118,Delhi mandi 6,DL006,Delhi,3.21,4.09,3.65,3961.9,2026-06-28,eNAM,4.11,82.5,0.2361,0.1063,0.0929
Bitter Gourd,MKT0118,Delhi mandi 6,DL006,Delhi,53.86,68.56,61.21,1987.5,2026-06-28,eNAM,69.85,33.0,0.1106,0.1122,-0.0052
French Beans,MKT0119,Delhi eNAM hub 7,DL007,Delhi,38.54,49.06,43.8,4367.8,2026-06-28,data.gov.in,51.42,98.0,0.1189,-0.0261,0.1416
Soybean,MKT0119,Delhi eNAM hub 7,DL007,Delhi,35.54,45.24,40.39,99.1,2026-06-28,data.gov.in,44.41,65.2,0.1886,0.0115,0.1068
Coffee,MKT0119,Delhi eNAM hub 7,DL007,Delhi,41.93,53.37,47.65,1305.7,2026-06-28,data.gov.in,52.85,33.7,0.1836,0.1023,-0.0454
Basmati Rice,MKT0119,Delhi eNAM hub 7,DL007,Delhi,49.34,62.8,56.07,787.9,2026-06-28,data.gov.in,64.45,81.2,0.1834,-0.0346,-0.1121
Okra,MKT0119,Delhi eNAM hub 7,DL007,Delhi,35.84,45.62,40.73,4914.5,2026-06-28,data.gov.in,43.82,27.5,0.0553,-0.0475,0.1821
Sunflower,MKT0119,Delhi eNAM hub 7,DL007,Delhi,45.75,58.23,51.99,2171.1,2026-06-28,data.gov.in,56.51,45.7,0.1586,-0.0612,-0.083
Sweet Corn,MKT0119,Delhi eNAM hub 7,DL007,Delhi,40.96,52.12,46.54,1237.1,2026-06-28,data.gov.in,54.3,26.1,0.1149,0.0234,0.1131
Foxtail Millet,MKT0119,Delhi eNAM hub 7,DL007,Delhi,55.02,70.02,62.52,2755.0,2026-06-28,data.gov.in,68.93,70.4,0.1201,-0.0716,0.0453
Sona Masuri,MKT0119,Delhi eNAM hub 7,DL007,Delhi,58.89,74.95,66.92,181.6,2026-06-28,data.gov.in,72.81,64.9,0.2021,0.1046,-0.0066
Barley,MKT0119,Delhi eNAM hub 7,DL007,Delhi,32.19,40.97,36.58,1923.7,2026-06-28,data.gov.in,41.38,82.5,0.0714,-0.0181,-0.0634
Clove,MKT0119,Delhi eNAM hub 7,DL007,Delhi,32.04,40.78,36.41,1052.1,2026-06-28,data.gov.in,41.03,83.0,0.2309,0.0985,0.1528
Safflower,MKT0119,Delhi eNAM hub 7,DL007,Delhi,45.52,57.94,51.73,3798.6,2026-06-28,data.gov.in,60.76,70.3,0.1609,-0.003,0.057
Turmeric,MKT0119,Delhi eNAM hub 7,DL007,Delhi,67.43,85.83,76.63,3105.9,2026-06-28,data.gov.in,81.7,50.3,0.2421,-0.0133,0.1624
Sugarcane,MKT0119,Delhi eNAM hub 7,DL007,Delhi,3.21,4.09,3.65,1569.1,2026-06-28,data.gov.in,3.93,29.1,0.1191,0.0513,-0.0406
Stevia,MKT0119,Delhi eNAM hub 7,DL007,Delhi,25.72,32.74,29.23,1568.4,2026-06-28,data.gov.in,31.61,65.5,0.1398,0.0156,-0.036
Wheat Flour,MKT0120,Delhi wholesale 8,DL008,Delhi,31.89,40.59,36.24,3163.1,2026-06-28,AGMARKNET,41.54,71.8,0.2308,0.1126,-0.0877
Natural Rubber,MKT0120,Delhi wholesale 8,DL008,Delhi,53.08,67.56,60.32,4749.1,2026-06-28,AGMARKNET,67.33,84.9,0.2333,0.1067,-0.0863
Foxtail Millet,MKT0120,Delhi wholesale 8,DL008,Delhi,52.03,66.21,59.12,4074.9,2026-06-28,AGMARKNET,65.37,56.0,0.1456,0.0235,0.0765
Safflower,MKT0120,Delhi wholesale 8,DL008,Delhi,55.62,70.78,63.2,2143.7,2026-06-28,AGMARKNET,68.95,63.4,0.065,-0.047,0.0083
Desi Cotton,MKT0120,Delhi wholesale 8,DL008,Delhi,42.59,54.21,48.4,2707.6,2026-06-28,AGMARKNET,53.73,65.0,0.2012,-0.0516,0.0597
Mustard,MKT0120,Delhi wholesale 8,DL008,Delhi,49.97,63.59,56.78,1664.8,2026-06-28,AGMARKNET,63.62,71.9,0.2264,-0.074,-0.0818
Sweet Potato,MKT0120,Delhi wholesale 8,DL008,Delhi,47.75,60.77,54.26,4567.0,2026-06-28,AGMARKNET,60.5,49.0,0.0575,0.0119,-0.0334
Masoor Dal,MKT0120,Delhi wholesale 8,DL008,Delhi,44.87,57.11,50.99,618.9,2026-06-28,AGMARKNET,55.8,86.1,0.2165,-0.0274,-0.1191
Cumin,MKT0120,Delhi wholesale 8,DL008,Delhi,49.02,62.4,55.71,2607.1,2026-06-28,AGMARKNET,60.38,49.0,0.0784,-0.0142,0.1113
Baby Corn,MKT0120,Delhi wholesale 8,DL008,Delhi,39.32,50.04,44.68,4065.3,2026-06-28,AGMARKNET,49.86,75.7,0.0536,-0.0602,-0.1221
Coriander,MKT0120,Delhi wholesale 8,DL008,Delhi,27.73,35.29,31.51,3823.1,2026-06-28,AGMARKNET,36.74,78.8,0.0774,0.0932,0.1576
French Beans,MKT0120,Delhi wholesale 8,DL008,Delhi,32.87,41.83,37.35,286.9,2026-06-28,AGMARKNET,42.15,56.2,0.2353,-0.0372,0.0307
Isabgol,MKT0120,Delhi wholesale 8,DL008,Delhi,36.03,45.85,40.94,71.8,2026-06-28,AGMARKNET,45.7,51.0,0.1847,0.0768,-0.0826
Green Peas,MKT0120,Delhi wholesale 8,DL008,Delhi,53.76,68.42,61.09,1387.5,2026-06-28,AGMARKNET,66.38,48.6,0.0899,-0.0139,0.1333
Raw Jute,MKT0120,Delhi wholesale 8,DL008,Delhi,31.83,40.51,36.17,2837.6,2026-06-28,AGMARKNET,39.78,79.5,0.1159,0.0957,0.0097
Mesta,MKT0121,Delhi APMC 9,DL009,Delhi,50.5,64.28,57.39,2124.1,2026-06-28,eNAM,60.37,98.0,0.2322,0.1141,0.1681
Neem Seeds,MKT0121,Delhi APMC 9,DL009,Delhi,35.19,44.79,39.99,2273.0,2026-06-28,eNAM,45.18,69.4,0.0781,0.0194,-0.1179
Maize,MKT0121,Delhi APMC 9,DL009,Delhi,12.34,15.7,14.02,2956.1,2026-06-28,eNAM,16.32,74.3,0.2214,-0.0069,0.0407
Bottle Gourd,MKT0121,Delhi APMC 9,DL009,Delhi,27.61,35.15,31.38,4629.4,2026-06-28,eNAM,34.99,98.0,0.0754,0.1132,0.1121
Lemongrass,MKT0121,Delhi APMC 9,DL009,Delhi,48.02,61.12,54.57,89.2,2026-06-28,eNAM,61.85,73.9,0.0601,-0.0296,-0.1299
French Beans,MKT0121,Delhi APMC 9,DL009,Delhi,49.31,62.75,56.03,1154.0,2026-06-28,eNAM,64.61,44.2,0.1052,0.0697,0.0027
Arhar,MKT0121,Delhi APMC 9,DL009,Delhi,40.88,52.04,46.46,1738.1,2026-06-28,eNAM,51.9,87.4,0.1251,0.1173,-0.077
Bamboo,MKT0121,Delhi APMC 9,DL009,Delhi,28.53,36.31,32.42,1881.3,2026-06-28,eNAM,35.29,34.2,0.1665,0.0524,-0.0548
Barley,MKT0121,Delhi APMC 9,DL009,Delhi,35.73,45.47,40.6,195.9,2026-06-28,eNAM,46.65,69.0,0.0539,0.0986,-0.1234
Cumin,MKT0121,Delhi APMC 9,DL009,Delhi,47.22,60.1,53.66,4943.6,2026-06-28,eNAM,59.16,73.6,0.237,0.0718,0.1398
Bajra,MKT0121,Delhi APMC 9,DL009,Delhi,49.02,62.38,55.7,3857.8,2026-06-28,eNAM,63.9,44.3,0.1788,0.0735,0.0218
Wheat,MKT0121,Delhi APMC 9,DL009,Delhi,19.96,25.4,22.68,671.4,2026-06-28,eNAM,24.52,62.7,0.2236,0.0198,-0.0163
Sann Hemp,MKT0121,Delhi APMC 9,DL009,Delhi,49.99,63.63,56.81,3511.8,2026-06-28,eNAM,64.16,85.3,0.1423,0.0732,0.077
Rice,MKT0121,Delhi APMC 9,DL009,Delhi,26.51,33.75,30.13,1346.6,2026-06-28,eNAM,35.21,87.8,0.0729,-0.0568,0.1203
Grapes,MKT0121,Delhi APMC 9,DL009,Delhi,56.66,72.12,64.39,2611.9,2026-06-28,eNAM,75.3,50.5,0.14,0.0522,-0.1354
Lettuce,MKT0122,Delhi mandi 10,DL010,Delhi,57.01,72.55,64.78,4308.1,2026-06-28,data.gov.in,72.65,98.0,0.2465,-0.0033,-0.0338
Chilli,MKT0122,Delhi mandi 10,DL010,Delhi,95.5,121.54,108.52,2282.6,2026-06-28,data.gov.in,124.1,98.0,0.0806,0.0225,0.0114
Grapes,MKT0122,Delhi mandi 10,DL010,Delhi,40.81,51.93,46.37,2177.3,2026-06-28,data.gov.in,51.47,69.3,0.1449,-0.0455,-0.0771
Nutmeg,MKT0122,Delhi mandi 10,DL010,Delhi,45.37,57.75,51.56,675.9,2026-06-28,data.gov.in,58.6,42.4,0.0575,-0.0496,-0.0985
Banana,MKT0122,Delhi mandi 10,DL010,Delhi,20.28,25.8,23.04,4711.8,2026-06-28,data.gov.in,25.89,93.6,0.0772,0.0901,0.004
Toor Dal,MKT0122,Delhi mandi 10,DL010,Delhi,29.69,37.79,33.74,2146.9,2026-06-28,data.gov.in,36.98,40.1,0.2332,-0.0307,0.03
Fenugreek,MKT0122,Delhi mandi 10,DL010,Delhi,59.03,75.13,67.08,1027.4,2026-06-28,data.gov.in,76.08,73.3,0.0922,0.0085,0.0731
Cashew,MKT0122,Delhi mandi 10,DL010,Delhi,43.1,54.86,48.98,710.5,2026-06-28,data.gov.in,54.62,50.4,0.1878,0.1085,0.0537
Cabbage,MKT0122,Delhi mandi 10,DL010,Delhi,36.49,46.45,41.47,563.5,2026-06-28,data.gov.in,48.54,90.3,0.2166,0.003,0.1575
Walnut,MKT0122,Delhi mandi 10,DL010,Delhi,43.56,55.44,49.5,778.5,2026-06-28,data.gov.in,53.19,73.1,0.1926,0.0125,0.0387
